trail_name,length,difficulty,trail_link,city,popularity,rating,local_club,tot_climb,tot_descent,ave_grade,max_grade,max_elevation,min_elevation,dog_policy,e_bike_policy
circle-o,2.9,INTERMEDIATE/DIFFICULT,https://www.mtbproject.com/trail/172967/circle-o,"Moab, UT",0.978448275862069,3.9,,175.0,261.0,3.0,12.0,4684.0,4466.0,Leashed,Not Allowed
portal,2.5,VERY DIFFICULT,https://www.mtbproject.com/trail/199734/portal,"Moab, UT",0.9773706896551724,3.9,,52.0,1100.0,9.0,66.0,5033.0,3977.0,Leashed,Unknown
wasatch over wasatch,9.4,INTERMEDIATE/DIFFICULT,https://www.mtbproject.com/trail/7009028/wasatch-over-wasatch,"Park City, UT",0.9762931034482759,4.2,Wasatch Trails Alliance,437.0,2343.0,6.0,16.0,8368.0,6199.0,Leashed,Allowed
gravitron,1.9,INTERMEDIATE/DIFFICULT,https://www.mtbproject.com/trail/7014487/gravitron,"Moab, UT",0.9752155172413793,4.5,,66.0,356.0,4.0,13.0,4804.0,4479.0,Leashed,Not Allowed
bearclaw poppy trail,4.2,INTERMEDIATE,https://www.mtbproject.com/trail/4390750/bearclaw-poppy-trail,"Santa Clara, UT",0.9741379310344828,4.5,Trail Alliance of Southern Utah (TASU),133.0,460.0,3.0,9.0,2989.0,2576.0,Unknown,Allowed
green canyon,3.5,INTERMEDIATE,https://www.mtbproject.com/trail/7000660/green-canyon,"North Logan, UT",0.9730603448275862,4.4,"USFS - Uinta, Wasatch & Cache National Forests Office",902.0,2.0,5.0,16.0,6134.0,5235.0,Unknown,Allowed
dead ringer,5.2,INTERMEDIATE,https://www.mtbproject.com/trail/7002171/dead-ringer,"Hurricane, UT",0.9719827586206896,4.4,,578.0,60.0,2.0,7.0,4295.0,3777.0,Off-leash,Unknown
deadman's ridge,3.3,DIFFICULT,https://www.mtbproject.com/trail/173108/deadmans-ridge,"Moab, UT",0.9709051724137931,4.2,Moab Trail Mix,424.0,577.0,6.0,27.0,4810.0,4516.0,Leashed,Not Allowed
vertigo downhill,1.6,INTERMEDIATE,https://www.mtbproject.com/trail/7031918/vertigo-downhill,"Alpine, UT",0.9698275862068966,4.5,,9.0,545.0,7.0,14.0,6215.0,5670.0,No Dogs,Allowed
slickrock practice loop,1.6,INTERMEDIATE/DIFFICULT,https://www.mtbproject.com/trail/158218/slickrock-practice-loop,"Moab, UT",0.96875,4.3,,182.0,246.0,5.0,9.0,4652.0,4544.0,Leashed,Allowed
big chief,3.7,INTERMEDIATE,https://www.mtbproject.com/trail/5086087/big-chief,"Moab, UT",0.9676724137931034,4.8,Dead Horse Point State Park,199.0,138.0,2.0,9.0,6020.0,5928.0,No Dogs,Allowed
lava flow,1.8,INTERMEDIATE/DIFFICULT,https://www.mtbproject.com/trail/7013473/lava-flow,"Cedar City, UT",0.9665948275862069,4.6,Trail Alliance of Southern Utah (TASU),41.0,507.0,6.0,13.0,6530.0,6029.0,Leashed,Unknown
bobsled,1.5,DIFFICULT,https://www.mtbproject.com/trail/968652/bobsled,"Salt Lake City, UT",0.9655172413793104,4.3,,39.0,879.0,11.0,24.0,5791.0,4932.0,Unknown,Unknown
providence canyon,2.8,INTERMEDIATE/DIFFICULT,https://www.mtbproject.com/trail/7000659/providence-canyon,"Providence, UT",0.9644396551724138,4.8,"USFS - Uinta, Wasatch & Cache National Forests Office",1115.0,0.0,8.0,14.0,6261.0,5146.0,Unknown,Unknown
more cowbell,2.7,EASY/INTERMEDIATE,https://www.mtbproject.com/trail/7002172/more-cowbell,"Hurricane, UT",0.9633620689655172,4.6,,176.0,221.0,3.0,11.0,4296.0,4207.0,Off-leash,Unknown
south rim trail,5.5,DIFFICULT,https://www.mtbproject.com/trail/4207569/south-rim-trail,"Hurricane, UT",0.9622844827586207,4.7,Trail Alliance of Southern Utah (TASU),340.0,133.0,2.0,10.0,5401.0,5142.0,Unknown,Unknown
prospector,7.2,INTERMEDIATE,https://www.mtbproject.com/trail/4008462/prospector,"Washington, UT",0.9612068965517242,4.1,Trail Alliance of Southern Utah (TASU),291.0,443.0,2.0,13.0,3346.0,3100.0,Unknown,Unknown
mid mountain trail,21.9,INTERMEDIATE,https://www.mtbproject.com/trail/3588295/mid-mountain-trail,"Snyderville, UT",0.9601293103448276,4.3,Mountain Trails Foundation,1753.0,1952.0,3.0,21.0,8491.0,7859.0,Unknown,Unknown
goodwater rim trail,14.6,INTERMEDIATE,https://www.mtbproject.com/trail/7016097/goodwater-rim-trail,"Ferron, UT",0.959051724137931,4.6,,773.0,860.0,2.0,29.0,6244.0,5988.0,Unknown,Unknown
stump hollow,5.3,INTERMEDIATE/DIFFICULT,https://www.mtbproject.com/trail/7000653/stump-hollow,"Richmond, UT",0.9579741379310345,4.9,"USFS - Uinta, Wasatch & Cache National Forests Office",1524.0,244.0,6.0,15.0,8387.0,6948.0,Unknown,Unknown
suicidal tendencies,4.0,DIFFICULT,https://www.mtbproject.com/trail/7014589/suicidal-tendencies,"Santa Clara, UT",0.9568965517241379,4.5,BLM Utah - St. George Field Office,617.0,534.0,5.0,15.0,4041.0,3442.0,Unknown,Unknown
lichen it,2.8,INTERMEDIATE,https://www.mtbproject.com/trail/7012696/lichen-it,"Cedar City, UT",0.9558189655172413,4.5,,487.0,2.0,3.0,13.0,6490.0,6005.0,Unknown,Unknown
falcon flow,5.5,INTERMEDIATE,https://www.mtbproject.com/trail/7055266/falcon-flow,"Moab, UT",0.9547413793103449,4.7,,247.0,1003.0,4.0,16.0,5865.0,5101.0,Leashed,Not Allowed
gold bar rim,3.6,VERY DIFFICULT,https://www.mtbproject.com/trail/7014052/gold-bar-rim,"Moab, UT",0.9536637931034483,4.1,,82.0,547.0,3.0,11.0,5484.0,5007.0,Leashed,Unknown
chisholm trail,7.6,INTERMEDIATE,https://www.mtbproject.com/trail/7016124/chisholm-trail,"Moab, UT",0.9525862068965517,4.1,Moab Trail Mix,627.0,278.0,2.0,11.0,5990.0,5473.0,Leashed,Not Allowed
levitate downhill,1.3,DIFFICULT,https://www.mtbproject.com/trail/7032919/levitate-downhill,"Alpine, UT",0.9515086206896551,4.6,,0.0,539.0,8.0,27.0,6214.0,5675.0,No Dogs,Allowed
west loop,8.9,DIFFICULT,https://www.mtbproject.com/trail/7008664/west-loop,"Hurricane, UT",0.9504310344827587,4.9,,653.0,684.0,3.0,24.0,5830.0,5556.0,Off-leash,Unknown
big lonely,3.2,INTERMEDIATE,https://www.mtbproject.com/trail/7008118/big-lonely,"Moab, UT",0.9493534482758621,4.0,,54.0,289.0,2.0,16.0,5607.0,5365.0,Leashed,Not Allowed
mega steps,3.2,INTERMEDIATE/DIFFICULT,https://www.mtbproject.com/trail/177021/mega-steps,"Moab, UT",0.9482758620689655,4.1,Moab Trail Mix,668.0,179.0,5.0,22.0,5256.0,4715.0,Leashed,Unknown
armstrong,4.0,INTERMEDIATE,https://www.mtbproject.com/trail/3652919/armstrong,"Park City, UT",0.947198275862069,4.3,Mountain Trails Foundation,1259.0,1.0,6.0,13.0,8221.0,6963.0,Unknown,Unknown
mustang loop,3.1,INTERMEDIATE,https://www.mtbproject.com/trail/7015572/mustang-loop,"Moab, UT",0.9461206896551724,4.3,Moab Trail Mix,323.0,324.0,4.0,10.0,5980.0,5693.0,Leashed,Not Allowed
rockin' a,1.6,INTERMEDIATE,https://www.mtbproject.com/trail/174356/rockin-a,"Moab, UT",0.9450431034482759,3.9,,134.0,13.0,2.0,9.0,4766.0,4632.0,No Dogs,Not Allowed
barrel roll,5.6,INTERMEDIATE/DIFFICULT,https://www.mtbproject.com/trail/3834712/barrel-roll,"Santa Clara, UT",0.9439655172413793,4.1,Trail Alliance of Southern Utah (TASU),459.0,463.0,3.0,15.0,3451.0,3156.0,Unknown,Unknown
western rim,6.1,INTERMEDIATE,https://www.mtbproject.com/trail/5074408/western-rim,"Moab, UT",0.9428879310344828,4.7,Moab Trail Mix,204.0,660.0,3.0,12.0,4880.0,4425.0,Leashed,Unknown
pinecone,3.8,INTERMEDIATE,https://www.mtbproject.com/trail/3656663/pinecone,"Park City, UT",0.9418103448275862,4.7,Mountain Trails Foundation,1393.0,23.0,7.0,22.0,9809.0,8416.0,Unknown,Unknown
paradise rim trail,1.2,DIFFICULT,https://www.mtbproject.com/trail/7013266/paradise-rim-trail,"Santa Clara, UT",0.9407327586206896,4.4,BLM Utah - St. George Field Office,10.0,279.0,4.0,15.0,3313.0,3036.0,Off-leash,Unknown
barrel trail,2.4,DIFFICULT,https://www.mtbproject.com/trail/7033208/barrel-trail,"Santa Clara, UT",0.9396551724137931,4.4,,142.0,695.0,7.0,20.0,3327.0,2774.0,Off-leash,Unknown
sidewinder,1.7,INTERMEDIATE/DIFFICULT,https://www.mtbproject.com/trail/4041102/sidewinder,"Santa Clara, UT",0.9385775862068966,4.4,,389.0,54.0,5.0,13.0,3646.0,3288.0,Unknown,Unknown
maple hollow downhill trail,1.9,DIFFICULT,https://www.mtbproject.com/trail/7016159/maple-hollow-downhill-trail,"Draper, UT",0.9375,4.5,,0.0,1010.0,10.0,26.0,6149.0,5138.0,No Dogs,Allowed
slickrock trail,7.4,DIFFICULT,https://www.mtbproject.com/trail/7047869/slickrock-trail,"Moab, UT",0.9364224137931034,4.5,,550.0,600.0,3.0,21.0,4771.0,4466.0,Leashed,Allowed
mill creek pipeline,7.3,INTERMEDIATE,https://www.mtbproject.com/trail/1033636/mill-creek-pipeline,"Mount Olympus, UT",0.9353448275862069,3.6,,813.0,147.0,3.0,15.0,6638.0,5965.0,Off-leash,Unknown
secret sauce,2.5,EASY/INTERMEDIATE,https://www.mtbproject.com/trail/7038184/secret-sauce,"Washington, UT",0.9342672413793104,4.1,Trail Alliance of Southern Utah (TASU),233.0,184.0,3.0,7.0,2946.0,2722.0,Unknown,Unknown
coney island,3.1,INTERMEDIATE,https://www.mtbproject.com/trail/7017364/coney-island,"Moab, UT",0.9331896551724138,3.9,,564.0,94.0,4.0,12.0,5605.0,5134.0,Leashed,Not Allowed
bartlett wash slickrock,2.6,INTERMEDIATE/DIFFICULT,https://www.mtbproject.com/trail/157019/bartlett-wash-slickrock,"Moab, UT",0.9321120689655172,4.4,,354.0,202.0,4.0,21.0,4993.0,4656.0,No Dogs,Unknown
ez,1.5,INTERMEDIATE,https://www.mtbproject.com/trail/173439/ez,"Moab, UT",0.9310344827586207,4.1,,118.0,30.0,2.0,10.0,4668.0,4581.0,Leashed,Not Allowed
north rim trail,1.8,DIFFICULT,https://www.mtbproject.com/trail/4208050/north-rim-trail,"Hurricane, UT",0.9299568965517241,4.5,Trail Alliance of Southern Utah (TASU),15.0,165.0,2.0,3.0,5355.0,5205.0,Unknown,Unknown
hidden canyon,1.8,DIFFICULT,https://www.mtbproject.com/trail/4218043/hidden-canyon,"Hurricane, UT",0.9288793103448276,4.7,Trail Alliance of Southern Utah (TASU),61.0,115.0,2.0,7.0,5329.0,5240.0,Unknown,Unknown
great pyramid,2.2,INTERMEDIATE,https://www.mtbproject.com/trail/5085360/great-pyramid,"Moab, UT",0.927801724137931,4.5,Dead Horse Point State Park,197.0,127.0,3.0,11.0,5975.0,5829.0,No Dogs,Not Allowed
brim trail,6.9,INTERMEDIATE,https://www.mtbproject.com/trail/7005513/brim-trail,"Wolf Creek, UT",0.9256465517241379,4.4,,506.0,506.0,3.0,12.0,8604.0,8255.0,Unknown,Unknown
bowls and ledges,0.9,DIFFICULT,https://www.mtbproject.com/trail/4215794/bowls-and-ledges,"Hurricane, UT",0.9245689655172413,4.6,Trail Alliance of Southern Utah (TASU),2.0,61.0,1.0,2.0,5222.0,5161.0,Unknown,Unknown
pothole arch,1.9,INTERMEDIATE/DIFFICULT,https://www.mtbproject.com/trail/171488/pothole-arch,"Moab, UT",0.9234913793103449,4.2,Moab Trails Alliance,50.0,321.0,4.0,14.0,4873.0,4567.0,Leashed,Not Allowed
blowhard trail #32047,7.0,DIFFICULT,https://www.mtbproject.com/trail/7005828/blowhard-trail-32047,"Cedar City, UT",0.9224137931034483,4.8,Trail Alliance of Southern Utah (TASU),292.0,3320.0,10.0,37.0,10659.0,7599.0,Unknown,Unknown
whirlwind loop,2.4,INTERMEDIATE,https://www.mtbproject.com/trail/7015574/whirlwind-loop,"Moab, UT",0.9213362068965517,4.5,Moab Trail Mix,239.0,242.0,4.0,14.0,5723.0,5529.0,Leashed,Not Allowed
pushing tin loop,3.9,INTERMEDIATE,https://www.mtbproject.com/trail/7036264/pushing-tin-loop,"Washington, UT",0.9202586206896551,4.0,Trail Alliance of Southern Utah (TASU),221.0,266.0,2.0,10.0,2870.0,2720.0,Leashed,Unknown
7-up,9.8,INTERMEDIATE,https://www.mtbproject.com/trail/200679/7-up,"Moab, UT",0.9191810344827587,3.6,Moab Trail Mix,462.0,1366.0,4.0,14.0,5796.0,4827.0,Leashed,Not Allowed
burro pass trail #315,3.0,DIFFICULT,https://www.mtbproject.com/trail/216725/burro-pass-trail-315,"Moab, UT",0.9181034482758621,4.8,,678.0,1500.0,14.0,36.0,11132.0,9649.0,Leashed,Not Allowed
claim jumper loop,2.9,INTERMEDIATE,https://www.mtbproject.com/trail/7041731/claim-jumper-loop,"Washington, UT",0.9170258620689655,4.4,Trail Alliance of Southern Utah (TASU),280.0,85.0,2.0,8.0,2916.0,2714.0,Unknown,Unknown
greens lake trail,2.5,INTERMEDIATE,https://www.mtbproject.com/trail/7026455/greens-lake-trail,"Cedar City, UT",0.915948275862069,4.7,,59.0,491.0,4.0,12.0,6977.0,6497.0,Unknown,Unknown
redhot,0.6,INTERMEDIATE,https://www.mtbproject.com/trail/7021417/redhot,"Moab, UT",0.9148706896551724,4.3,,1.0,131.0,4.0,7.0,4593.0,4462.0,Leashed,Not Allowed
ufo,1.6,INTERMEDIATE/DIFFICULT,https://www.mtbproject.com/trail/175883/ufo,"Moab, UT",0.9137931034482758,4.4,Moab Trail Mix,221.0,222.0,5.0,24.0,5055.0,4930.0,Leashed,Unknown
arth's corner,3.1,INTERMEDIATE,https://www.mtbproject.com/trail/196281/arths-corner,"Moab, UT",0.9127155172413793,4.1,Moab Trail Mix,43.0,481.0,3.0,16.0,5130.0,4687.0,Leashed,Not Allowed
ann's trail,5.6,INTERMEDIATE,https://www.mtbproject.com/trail/7000515/anns-trail,"Alpine, UT",0.9116379310344828,3.9,"City of Draper, UT - Parks and Trails",369.0,797.0,4.0,10.0,5845.0,5416.0,Leashed,Allowed
homer,0.8,INTERMEDIATE/DIFFICULT,https://www.mtbproject.com/trail/4167619/homer,"Moab, UT",0.9105603448275862,4.3,Moab Trail Mix,3.0,238.0,6.0,13.0,4956.0,4722.0,Leashed,Unknown
jackson,2.3,VERY DIFFICULT,https://www.mtbproject.com/trail/171406/jackson,"Moab, UT",0.9094827586206896,4.2,,30.0,646.0,5.0,28.0,4586.0,3966.0,Leashed,Not Allowed
j-boy,2.6,DIFFICULT,https://www.mtbproject.com/trail/7005662/j-boy,"Vernal, UT",0.9084051724137931,4.8,NUMB (Northeastern Utah Mountain Bikers),301.0,309.0,4.0,14.0,6038.0,5855.0,Unknown,Unknown
kentucky lucky chicken,3.8,DIFFICULT,https://www.mtbproject.com/trail/7021901/kentucky-lucky-chicken,"Saint George, UT",0.9073275862068966,4.1,Trail Alliance of Southern Utah (TASU),330.0,335.0,3.0,14.0,3091.0,2795.0,Off-leash,Unknown
whiptail,2.8,INTERMEDIATE,https://www.mtbproject.com/trail/5087439/whiptail,"Moab, UT",0.90625,4.8,Dead Horse Point State Park,76.0,112.0,1.0,5.0,5964.0,5872.0,No Dogs,Allowed
tidal wave,2.9,INTERMEDIATE/DIFFICULT,https://www.mtbproject.com/trail/7039017/tidal-wave,"Park City, UT",0.9051724137931034,5.0,,11.0,1138.0,8.0,28.0,9260.0,8134.0,Unknown,Unknown
jimmy keen,7.6,INTERMEDIATE,https://www.mtbproject.com/trail/7003302/jimmy-keen,"Moab, UT",0.9040948275862069,2.9,,265.0,815.0,3.0,12.0,8331.0,7698.0,Leashed,Not Allowed
ekg,5.2,DIFFICULT,https://www.mtbproject.com/trail/176251/ekg,"Moab, UT",0.9030172413793104,3.7,Moab Trail Mix,370.0,553.0,3.0,8.0,4850.0,4642.0,Leashed,Not Allowed
prickly,2.2,INTERMEDIATE,https://www.mtbproject.com/trail/5088721/prickly,"Moab, UT",0.9019396551724138,4.4,Dead Horse Point State Park,138.0,129.0,2.0,6.0,5913.0,5836.0,No Dogs,Allowed
paradox trail,124.3,DIFFICULT,https://www.mtbproject.com/trail/7000957/paradox-trail,"Moab, UT",0.9008620689655172,5.0,,13195.0,11342.0,4.0,33.0,9909.0,4788.0,Unknown,Allowed
lost world,0.8,INTERMEDIATE,https://www.mtbproject.com/trail/7013560/lost-world,"Enoch, UT",0.8997844827586207,4.9,Trail Alliance of Southern Utah (TASU),12.0,100.0,3.0,7.0,5932.0,5841.0,Unknown,Unknown
rockstacker,1.6,VERY DIFFICULT,https://www.mtbproject.com/trail/171586/rockstacker,"Moab, UT",0.8987068965517241,4.2,Moab Trail Mix,139.0,247.0,5.0,20.0,4634.0,4491.0,Leashed,Not Allowed
guacamole,2.2,INTERMEDIATE/DIFFICULT,https://www.mtbproject.com/trail/7008986/guacamole,"Springdale, UT",0.8976293103448276,4.2,Trail Alliance of Southern Utah (TASU),121.0,112.0,2.0,7.0,4604.0,4511.0,Off-leash,Unknown
old juniper trail,5.0,INTERMEDIATE,https://www.mtbproject.com/trail/7000657/old-juniper-trail,"Hyde Park, UT",0.896551724137931,4.5,"USFS - Uinta, Wasatch & Cache National Forests Office",1828.0,62.0,7.0,16.0,7238.0,5411.0,Unknown,Unknown
flying dog,6.4,INTERMEDIATE,https://www.mtbproject.com/trail/4169200/flying-dog,"Summit Park, UT",0.8954741379310345,4.5,Basin Recreation,1027.0,959.0,6.0,21.0,7770.0,6836.0,Unknown,Unknown
spiro trail,3.4,INTERMEDIATE,https://www.mtbproject.com/trail/3589052/spiro-trail,"Park City, UT",0.8943965517241379,4.2,Mountain Trails Foundation,1330.0,15.0,8.0,17.0,8257.0,6943.0,Unknown,Unknown
mormon pioneer trail,10.8,INTERMEDIATE,https://www.mtbproject.com/trail/5701996/mormon-pioneer-trail,"Summit Park, UT",0.8933189655172413,3.9,,1648.0,1554.0,6.0,24.0,7423.0,5843.0,No Dogs,Unknown
jazz-chrome molly,5.8,INTERMEDIATE,https://www.mtbproject.com/trail/7018149/jazz-chrome-molly,"Vernal, UT",0.8922413793103449,4.6,,602.0,704.0,4.0,15.0,6087.0,5725.0,Off-leash,Unknown
glenwild loop,6.1,INTERMEDIATE,https://www.mtbproject.com/trail/4167801/glenwild-loop,"Snyderville, UT",0.8911637931034483,4.0,Basin Recreation,795.0,795.0,5.0,17.0,7119.0,6427.0,Off-leash,Unknown
windmill trail,1.3,INTERMEDIATE/DIFFICULT,https://www.mtbproject.com/trail/4216122/windmill-trail,"Hurricane, UT",0.8900862068965517,4.6,Trail Alliance of Southern Utah (TASU),0.0,115.0,2.0,3.0,5181.0,5067.0,Unknown,Unknown
hazard county,3.1,DIFFICULT,https://www.mtbproject.com/trail/7003231/hazard-county,"Moab, UT",0.8890086206896551,4.2,,166.0,1197.0,8.0,44.0,9507.0,8312.0,Leashed,Not Allowed
jacob's ladder,1.5,DIFFICULT,https://www.mtbproject.com/trail/7039015/jacobs-ladder,"Alpine, UT",0.8879310344827587,4.6,,0.0,887.0,11.0,23.0,6620.0,5733.0,No Dogs,Unknown
eagle eye,2.3,INTERMEDIATE,https://www.mtbproject.com/trail/7056050/eagle-eye,"Moab, UT",0.8868534482758621,5.0,,13.0,753.0,6.0,15.0,7268.0,6528.0,Leashed,Not Allowed
ghost falls trail,1.6,INTERMEDIATE,https://www.mtbproject.com/trail/7018078/ghost-falls-trail,"Draper, UT",0.8857758620689655,4.3,,9.0,604.0,7.0,15.0,5725.0,5129.0,No Dogs,Allowed
north point loop,4.1,DIFFICULT,https://www.mtbproject.com/trail/7008665/north-point-loop,"Hurricane, UT",0.884698275862069,4.7,,484.0,491.0,4.0,34.0,5625.0,5369.0,Off-leash,Unknown
lazy,1.5,EASY/INTERMEDIATE,https://www.mtbproject.com/trail/173483/lazy,"Moab, UT",0.8836206896551724,4.0,,80.0,148.0,3.0,6.0,4715.0,4600.0,Leashed,Not Allowed
the dropout,0.8,INTERMEDIATE/DIFFICULT,https://www.mtbproject.com/trail/7009709/the-dropout,"Summit Park, UT",0.8825431034482758,4.5,,0.0,311.0,7.0,14.0,6733.0,6423.0,No Dogs,Not Allowed
twisted tree,1.5,INTERMEDIATE,https://www.mtbproject.com/trail/5088140/twisted-tree,"Moab, UT",0.8814655172413793,4.5,Dead Horse Point State Park,46.0,126.0,2.0,7.0,5935.0,5845.0,No Dogs,Allowed
practice loop,1.6,EASY/INTERMEDIATE,https://www.mtbproject.com/trail/7013514/practice-loop,"Enoch, UT",0.8803879310344828,4.6,Trail Alliance of Southern Utah (TASU),96.0,94.0,2.0,6.0,5848.0,5752.0,Off-leash,Unknown
white rock loop,7.8,INTERMEDIATE,https://www.mtbproject.com/trail/7000542/white-rock-loop,"Syracuse, UT",0.8793103448275862,4.0,Utah State Parks,575.0,579.0,3.0,11.0,4765.0,4246.0,Leashed,Allowed
mendon bench non-motorized trail,2.7,INTERMEDIATE,https://www.mtbproject.com/trail/7038656/mendon-bench-non-motorized-trail,"Mendon, UT",0.8782327586206896,4.4,,312.0,275.0,4.0,11.0,5499.0,5360.0,Unknown,Unknown
wild rose loop,1.8,INTERMEDIATE,https://www.mtbproject.com/trail/5191486/wild-rose-loop,"North Salt Lake, UT",0.8771551724137931,4.2,"City of North Salt Lake, UT - Parks and Recreation",333.0,285.0,6.0,14.0,5546.0,5218.0,Unknown,Unknown
earl's trail,0.7,INTERMEDIATE,https://www.mtbproject.com/trail/7013567/earls-trail,"Enoch, UT",0.8760775862068966,5.0,Trail Alliance of Southern Utah (TASU),94.0,7.0,3.0,11.0,6137.0,6050.0,Unknown,Unknown
somewhere elks,1.0,INTERMEDIATE,https://www.mtbproject.com/trail/7001692/somewhere-elks,"Snyderville, UT",0.875,4.8,Mountain Trails Foundation,18.0,352.0,7.0,15.0,7136.0,6784.0,Off-leash,Unknown
desolation trail #19 (non wilderness section),3.2,INTERMEDIATE/DIFFICULT,https://www.mtbproject.com/trail/7054734/desolation-trail-19-non-wilderness-section,"Alta, UT",0.8739224137931034,5.0,"USFS - Uinta, Wasatch & Cache National Forests Office",1254.0,457.0,10.0,25.0,9548.0,8295.0,No Dogs,Unknown
crossroads,1.6,EASY,https://www.mtbproject.com/trail/5086798/crossroads,"Moab, UT",0.8728448275862069,4.2,Dead Horse Point State Park,35.0,132.0,2.0,7.0,6001.0,5887.0,No Dogs,Allowed
cutler's twist,1.4,INTERMEDIATE,https://www.mtbproject.com/trail/7050696/cutlers-twist,"Liberty, UT",0.8717672413793103,5.0,"Weber County Government, Ogden, UT - Parks",45.0,343.0,5.0,29.0,6079.0,5742.0,Leashed,Allowed
